,,,,,,,
Tên công ty,Công ty Cổ phần Sữa Việt Nam,,,,,,
Tên báo cáo,Lịch sử giá,,,,,,
Ngày tải,15/03/2025,,,,,,
,,,,,,,
NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
17/05/2022,"56,646.57","60,446.03","56,301.16","60,446.03",,,"2,205,100.00"
16/05/2022,"57,510.08","58,373.60","56,732.92","56,819.27",,,"2,688,000.00"
13/05/2022,"57,855.49","58,546.30","56,905.62","57,078.33",,,"5,002,100.00"
12/05/2022,"60,273.33","60,273.33","57,423.73","57,423.73",,,"3,641,800.00"
11/05/2022,"60,964.14","61,395.90","60,014.28","60,014.28",,,"2,247,300.00"
10/05/2022,"60,446.03","62,086.71","60,446.03","60,964.14",,,"3,106,500.00"
09/05/2022,"60,618.74","61,741.31","60,100.63","60,446.03",,,"2,392,100.00"
06/05/2022,"61,654.95","61,827.66","60,014.28","60,618.74",,,"2,109,800.00"
05/05/2022,"63,209.28","63,209.28","61,741.31","62,259.41",,,"1,548,200.00"
04/05/2022,"64,072.80","64,245.50","62,604.82","62,604.82",,,"1,763,900.00"
29/04/2022,"64,245.50","64,763.61","63,900.09","64,072.80",,,"2,059,100.00"
28/04/2022,"64,677.26","64,677.26","63,727.39","64,159.15",,,"2,751,000.00"
27/04/2022,"64,936.31","65,454.42","63,641.04","64,763.61",,,"2,420,900.00"
26/04/2022,"63,468.34","65,627.12","61,223.20","65,540.77",,,"3,910,000.00"
25/04/2022,"65,627.12","65,886.18","63,036.58","63,468.34",,,"3,481,800.00"
22/04/2022,"65,368.07","66,058.88","65,195.36","65,540.77",,,"2,800,400.00"
21/04/2022,"65,022.66","66,058.88","64,763.61","64,763.61",,,"4,615,600.00"
20/04/2022,"65,627.12","66,231.58","65,281.72","65,281.72",,,"1,931,100.00"
19/04/2022,"66,576.99","67,095.10","65,627.12","65,627.12",,,"1,940,200.00"
18/04/2022,"66,058.88","67,267.80","65,972.53","66,490.64",,,"2,590,300.00"
15/04/2022,"66,058.88","67,008.75","65,627.12","66,058.88",,,"1,362,400.00"
14/04/2022,"66,922.39","67,354.15","65,886.18","65,886.18",,,"1,810,200.00"
13/04/2022,"66,317.93","67,785.91","66,231.58","66,663.34",,,"2,118,800.00"
12/04/2022,"66,749.69","67,181.45","66,058.88","66,317.93",,,"1,776,300.00"
08/04/2022,"67,785.91","68,304.02","66,749.69","66,749.69",,,"2,738,300.00"
07/04/2022,"68,994.83","69,081.18","67,785.91","67,785.91",,,"1,760,300.00"
06/04/2022,"69,081.18","70,117.40","68,304.02","68,476.72",,,"4,306,700.00"
05/04/2022,"70,635.51","70,635.51","69,426.59","69,426.59",,,"2,202,100.00"
04/04/2022,"70,808.21","71,239.97","70,376.45","70,980.91",,,"3,808,700.00"
01/04/2022,"69,944.70","71,412.67","69,340.24","70,549.16",,,"6,112,000.00"
31/03/2022,"65,799.82","69,944.70","65,627.12","69,858.34",,,"9,645,800.00"
30/03/2022,"65,195.36","66,145.23","64,849.96","65,799.82",,,"3,506,500.00"
29/03/2022,"63,468.34","65,195.36","63,468.34","65,195.36",,,"2,784,940.00"
28/03/2022,"65,022.66","65,281.72","63,381.98","63,381.98",,,"4,038,700.00"
25/03/2022,"65,281.72","65,454.42","64,849.96","64,936.31",,,"3,376,500.00"
24/03/2022,"65,627.12","65,713.47","64,936.31","65,281.72",,,"3,409,808.00"
23/03/2022,"66,317.93","66,490.64","65,540.77","65,713.47",,,"3,226,000.00"
22/03/2022,"67,267.80","67,267.80","66,317.93","66,404.29",,,"2,500,200.00"
21/03/2022,"65,627.12","67,267.80","65,627.12","67,008.75",,,"2,384,100.00"
18/03/2022,"66,145.23","66,490.64","65,627.12","65,627.12",,,"4,759,000.00"
17/03/2022,"67,008.75","67,181.45","65,972.53","65,972.53",,,"1,777,400.00"
16/03/2022,"66,663.34","67,354.15","66,490.64","66,749.69",,,"2,450,400.00"
15/03/2022,"66,490.64","66,922.39","65,886.18","66,663.34",,,"2,279,100.00"
14/03/2022,"67,354.15","67,354.15","66,404.29","66,663.34",,,"2,182,310.00"
11/03/2022,"66,663.34","67,785.91","66,576.99","67,354.15",,,"2,322,900.00"
10/03/2022,"65,627.12","67,267.80","65,627.12","66,576.99",,,"2,971,800.00"
09/03/2022,"65,627.12","66,317.93","64,763.61","64,849.96",,,"3,192,780.00"
08/03/2022,"65,886.18","66,058.88","65,627.12","65,713.47",,,"2,383,000.00"
07/03/2022,"67,267.80","67,267.80","66,231.58","66,317.93",,,"4,199,800.00"
04/03/2022,"67,699.56","67,699.56","67,181.45","67,267.80",,,"3,120,400.00"
03/03/2022,"67,958.61","68,217.67","67,526.85","67,699.56",,,"1,933,200.00"
02/03/2022,"68,390.37","68,390.37","67,354.15","67,785.91",,,"2,392,300.00"
01/03/2022,"67,699.56","68,563.07","67,526.85","68,390.37",,,"1,412,500.00"
28/02/2022,"68,131.31","68,217.67","67,181.45","67,699.56",,,"2,280,500.00"
25/02/2022,"68,217.67","68,649.42","68,131.31","68,131.31",,,"1,347,700.00"
24/02/2022,"69,081.18","69,081.18","67,785.91","67,872.26",,,"2,723,500.00"
23/02/2022,"69,081.18","69,512.94","68,908.48","69,081.18",,,"2,200,300.00"
22/02/2022,"69,858.34","69,944.70","68,822.13","69,081.18",,,"3,204,500.00"
21/02/2022,"69,858.34","70,462.80","69,858.34","69,944.70",,,"1,280,600.00"
18/02/2022,"69,167.53","69,771.99","69,167.53","69,599.29",,,"1,808,100.00"
17/02/2022,"69,512.94","70,117.40","69,426.59","69,771.99",,,"2,087,700.00"
16/02/2022,"70,117.40","70,203.75","69,340.24","69,426.59",,,"2,825,100.00"
15/02/2022,"70,031.05","70,376.45","69,944.70","70,117.40",,,"1,465,300.00"
14/02/2022,"70,376.45","70,808.21","69,944.70","70,031.05",,,"3,031,800.00"
11/02/2022,"71,239.97","71,326.32","70,721.86","70,808.21",,,"2,222,698.00"
10/02/2022,"71,499.02","71,930.78","71,067.27","71,412.67",,,"1,612,500.00"
09/02/2022,"70,808.21","72,276.19","70,808.21","71,499.02",,,"1,919,300.00"
08/02/2022,"72,017.13","72,103.48","70,808.21","70,808.21",,,"3,640,900.00"
07/02/2022,"71,844.43","72,535.24","71,585.37","72,103.48",,,"1,703,100.00"
28/01/2022,"71,671.73","72,707.94","71,499.02","71,758.08",,,"2,971,300.00"
27/01/2022,"69,167.53","72,017.13","69,167.53","71,758.08",,,"2,039,000.00"
26/01/2022,"68,476.72","69,512.94","68,476.72","68,822.13",,,"1,452,100.00"
25/01/2022,"69,512.94","69,944.70","68,304.02","68,390.37",,,"3,922,100.00"
24/01/2022,"71,326.32","71,412.67","69,944.70","69,944.70",,,"2,442,120.00"
21/01/2022,"71,671.73","71,930.78","71,239.97","71,326.32",,,"1,796,400.00"
20/01/2022,"71,671.73","71,930.78","71,585.37","71,671.73",,,"1,488,400.00"
19/01/2022,"71,585.37","72,103.48","71,412.67","72,017.13",,,"2,064,900.00"
18/01/2022,"71,585.37","72,103.48","71,326.32","72,017.13",,,"2,100,400.00"
17/01/2022,"73,398.75","73,398.75","71,585.37","71,585.37",,,"2,100,400.00"
14/01/2022,"71,758.08","73,485.11","71,412.67","73,139.70",,,"2,760,800.00"
13/01/2022,"72,017.13","72,276.19","71,585.37","71,758.08",,,"2,109,000.00"
12/01/2022,"72,362.54","72,362.54","71,412.67","71,758.08",,,"2,322,300.00"
11/01/2022,"72,189.83","72,535.24","72,103.48","72,276.19",,,"1,972,400.00"
10/01/2022,"73,226.05","73,398.75","72,103.48","72,276.19",,,"2,246,400.00"
07/01/2022,"72,447.47","72,702.27","72,192.67","72,362.54",,,"2,593,984.00"
06/01/2022,"73,126.93","73,126.93","72,447.47","72,532.40",,,"2,991,600.00"
05/01/2022,"73,721.46","73,891.32","73,042.00","73,211.86",,,"3,272,000.00"
04/01/2022,"74,061.19","74,231.05","73,636.53","73,636.53",,,"1,994,600.00"
31/12/2021,"72,617.33","74,315.99","72,447.47","73,381.73",,,"2,468,500.00"
30/12/2021,"72,447.47","72,702.27","72,277.60","72,447.47",,,"1,040,500.00"
29/12/2021,"72,617.33","72,702.27","72,277.60","72,362.54",,,"965,400.00"
28/12/2021,"73,211.86","73,211.86","72,362.54","72,617.33",,,"1,937,800.00"
27/12/2021,"73,042.00","73,381.73","72,787.20","73,126.93",,,"1,285,700.00"
24/12/2021,"71,937.87","73,042.00","71,937.87","73,042.00",,,"1,428,400.00"
23/12/2021,"72,532.40","72,532.40","71,768.01","71,937.87",,,"2,618,900.00"
22/12/2021,"72,787.20","73,211.86","72,447.47","72,532.40",,,"1,991,800.00"
21/12/2021,"72,872.13","73,042.00","72,617.33","72,617.33",,,"1,831,900.00"
20/12/2021,"73,042.00","73,296.80","72,702.27","72,787.20",,,"2,194,400.00"
17/12/2021,"73,551.59","73,636.53","72,787.20","72,787.20",,,"2,949,600.00"
16/12/2021,"73,296.80","73,551.59","73,042.00","73,551.59",,,"1,610,300.00"
15/12/2021,"73,381.73","73,636.53","73,296.80","73,296.80",,,"1,602,500.00"
14/12/2021,"73,381.73","73,806.39","73,211.86","73,296.80",,,"2,175,600.00"
13/12/2021,"73,296.80","73,721.46","73,042.00","73,381.73",,,"1,832,316.00"
10/12/2021,"73,466.66","73,891.32","72,872.13","73,296.80",,,"1,730,000.00"
09/12/2021,"72,957.07","73,976.26","72,787.20","73,891.32",,,"2,126,800.00"
08/12/2021,"73,296.80","73,466.66","72,787.20","73,042.00",,,"2,106,023.00"
07/12/2021,"72,872.13","73,466.66","72,532.40","73,466.66",,,"1,932,000.00"
06/12/2021,"73,042.00","73,551.59","72,447.47","72,447.47",,,"3,168,200.00"
03/12/2021,"74,400.92","74,740.65","72,872.13","72,872.13",,,"3,584,600.00"
02/12/2021,"74,315.99","74,740.65","74,231.05","74,231.05",,,"1,820,400.00"
01/12/2021,"74,740.65","75,250.24","74,231.05","74,315.99",,,"2,786,600.00"
30/11/2021,"74,400.92","75,420.11","74,400.92","74,400.92",,,"3,443,400.00"
29/11/2021,"74,570.78","74,655.72","74,061.19","74,315.99",,,"2,855,900.00"
26/11/2021,"74,400.92","75,420.11","74,315.99","74,995.45",,,"3,015,700.00"
25/11/2021,"74,315.99","74,910.51","74,061.19","74,315.99",,,"2,345,400.00"
24/11/2021,"73,466.66","74,315.99","73,466.66","74,315.99",,,"2,124,500.00"
23/11/2021,"73,466.66","73,636.53","73,042.00","73,296.80",,,"2,439,371.00"
22/11/2021,"73,042.00","73,466.66","72,957.07","73,211.86",,,"3,495,500.00"
19/11/2021,"74,740.65","75,080.38","73,042.00","73,126.93",,,"5,151,200.00"
18/11/2021,"75,420.11","75,420.11","74,740.65","74,740.65",,,"3,900,000.00"
17/11/2021,"75,250.24","76,099.57","75,250.24","75,420.11",,,"3,074,400.00"
16/11/2021,"75,589.97","75,844.77","75,165.31","75,250.24",,,"3,251,700.00"
15/11/2021,"76,014.64","76,099.57","75,589.97","75,589.97",,,"3,268,000.00"
12/11/2021,"76,439.30","76,524.23","75,674.91","75,844.77",,,"2,119,600.00"
11/11/2021,"76,269.43","76,779.03","75,844.77","76,099.57",,,"3,460,600.00"
10/11/2021,"76,439.30","76,524.23","75,844.77","76,184.50",,,"2,666,100.00"
09/11/2021,"77,288.63","77,373.56","76,184.50","76,269.43",,,"3,744,600.00"
08/11/2021,"76,184.50","77,373.56","76,099.57","77,118.76",,,"6,365,200.00"
05/11/2021,"75,250.24","75,929.70","75,165.31","75,759.84",,,"3,448,400.00"
04/11/2021,"75,080.38","75,335.18","74,825.58","75,080.38",,,"2,513,000.00"
03/11/2021,"75,674.91","76,014.64","74,910.51","74,910.51",,,"6,312,000.00"
02/11/2021,"76,439.30","76,439.30","75,589.97","75,759.84",,,"4,888,900.00"
01/11/2021,"77,118.76","77,543.42","76,269.43","76,439.30",,,"5,083,800.00"
29/10/2021,"76,948.90","77,288.63","76,694.10","77,033.83",,,"4,603,700.00"
28/10/2021,"76,863.96","77,713.29","76,863.96","76,948.90",,,"4,966,000.00"
27/10/2021,"76,439.30","76,948.90","76,184.50","76,779.03",,,"3,726,500.00"
26/10/2021,"76,439.30","76,609.16","75,929.70","76,099.57",,,"1,641,200.00"
25/10/2021,"76,863.96","76,948.90","76,354.37","76,524.23",,,"3,874,500.00"
22/10/2021,"76,014.64","76,863.96","75,759.84","76,863.96",,,"4,510,000.00"
21/10/2021,"76,439.30","76,524.23","75,674.91","75,674.91",,,"4,036,500.00"
20/10/2021,"76,779.03","76,948.90","75,589.97","76,439.30",,,"5,975,224.00"
19/10/2021,"76,269.43","76,863.96","76,269.43","76,694.10",,,"7,011,854.00"
18/10/2021,"76,439.30","76,524.23","75,759.84","76,269.43",,,"3,173,092.00"
15/10/2021,"76,439.30","77,033.83","76,099.57","76,439.30",,,"3,828,200.00"
14/10/2021,"76,609.16","76,863.96","76,099.57","76,439.30",,,"2,351,000.00"
13/10/2021,"77,288.63","77,543.42","76,439.30","76,524.23",,,"3,859,700.00"
12/10/2021,"76,779.03","77,543.42","76,524.23","76,779.03",,,"3,784,200.00"
11/10/2021,"76,439.30","76,779.03","76,014.64","76,439.30",,,"2,629,400.00"
08/10/2021,"75,505.04","76,439.30","75,335.18","76,099.57",,,"2,641,000.00"
07/10/2021,"75,844.77","75,929.70","75,420.11","75,420.11",,,"3,126,400.00"
06/10/2021,"76,099.57","76,524.23","75,759.84","75,844.77",,,"2,808,500.00"
05/10/2021,"76,694.10","76,694.10","76,099.57","76,099.57",,,"2,268,000.00"
04/10/2021,"76,863.96","77,373.56","76,524.23","76,609.16",,,"3,060,200.00"
01/10/2021,"75,844.77","76,779.03","75,674.91","76,269.43",,,"5,855,255.00"
30/09/2021,"76,354.37","77,033.83","76,099.57","76,099.57",,,"4,183,200.00"
29/09/2021,"75,844.77","76,524.23","75,335.18","76,099.57",,,"2,763,400.00"
28/09/2021,"75,420.11","76,354.37","74,740.65","75,844.77",,,"3,839,280.00"
27/09/2021,"76,948.90","77,628.36","75,420.11","75,420.11",,,"5,053,900.00"
24/09/2021,"77,288.63","77,628.36","76,863.96","77,033.83",,,"2,990,000.00"
23/09/2021,"77,713.29","78,477.68","76,779.03","77,118.76",,,"5,097,500.00"
22/09/2021,"75,165.31","77,883.15","75,165.31","77,713.29",,,"10,310,100.00"
21/09/2021,"74,740.65","75,505.04","74,485.85","75,420.11",,,"3,096,300.00"
20/09/2021,"74,400.92","75,674.91","74,146.12","75,335.18",,,"5,787,700.00"
17/09/2021,"73,381.73","75,080.38","73,296.80","73,466.66",,,"5,292,600.00"
16/09/2021,"73,466.66","73,466.66","72,957.07","73,381.73",,,"3,968,400.00"
15/09/2021,"73,721.46","73,721.46","73,126.93","73,126.93",,,"3,424,700.00"
14/09/2021,"74,061.19","74,146.12","73,551.59","73,891.32",,,"3,007,900.00"
13/09/2021,"73,466.66","74,231.05","73,296.80","74,061.19",,,"2,956,200.00"
10/09/2021,"72,362.54","73,891.32","72,192.67","73,466.66",,,"6,288,900.00"
09/09/2021,"72,532.40","72,617.33","72,192.67","72,362.54",,,"2,452,400.00"
08/09/2021,"73,296.80","73,296.80","72,447.47","72,532.40",,,"4,068,200.00"
07/09/2021,"74,570.78","74,570.78","73,296.80","73,296.80",,,"2,808,200.00"
06/09/2021,"73,721.46","74,138.91","73,637.97","73,721.46",,,"3,512,200.00"
01/09/2021,"72,970.05","74,138.91","72,803.07","73,554.48",,,"3,530,100.00"
31/08/2021,"73,053.54","73,137.03","72,719.58","72,970.05",,,"3,857,200.00"
30/08/2021,"72,719.58","73,137.03","72,636.09","72,970.05",,,"4,680,364.00"
27/08/2021,"72,970.05","73,053.54","72,385.62","72,636.09",,,"4,096,900.00"
26/08/2021,"72,552.60","73,220.52","72,385.62","72,636.09",,,"1,976,000.00"
25/08/2021,"72,135.15","72,719.58","71,801.19","72,552.60",,,"1,982,500.00"
24/08/2021,"71,884.68","72,636.09","71,550.72","72,051.66",,,"4,125,700.00"
23/08/2021,"73,220.52","73,304.01","71,801.19","71,801.19",,,"4,416,500.00"
20/08/2021,"75,391.25","75,391.25","72,636.09","73,304.01",,,"4,326,800.00"
19/08/2021,"75,558.23","75,558.23","74,973.80","75,391.25",,,"3,256,300.00"
18/08/2021,"74,723.34","75,892.19","74,639.85","75,140.78",,,"4,710,100.00"
17/08/2021,"74,806.82","75,224.27","74,389.38","74,556.36",,,"2,612,200.00"
16/08/2021,"75,057.29","75,641.72","74,305.89","74,723.34",,,"3,380,800.00"
13/08/2021,"75,474.74","75,558.23","74,472.87","75,057.29",,,"4,105,500.00"
12/08/2021,"75,808.70","76,393.13","75,391.25","75,558.23",,,"4,581,540.00"
11/08/2021,"75,057.29","76,309.64","74,973.80","75,892.19",,,"5,440,400.00"
10/08/2021,"73,470.99","75,140.78","73,470.99","74,639.85",,,"6,223,200.00"
09/08/2021,"72,803.07","73,387.50","72,636.09","73,220.52",,,"3,850,700.00"
06/08/2021,"72,552.60","73,804.95","72,302.13","72,803.07",,,"4,260,600.00"
05/08/2021,"72,552.60","72,719.58","72,302.13","72,302.13",,,"3,896,800.00"
04/08/2021,"73,053.54","73,053.54","72,636.09","72,719.58",,,"3,086,500.00"
03/08/2021,"72,302.13","73,053.54","72,302.13","72,719.58",,,"3,014,600.00"
02/08/2021,"71,968.17","72,552.60","71,801.19","72,218.64",,,"2,794,300.00"
30/07/2021,"72,469.11","72,803.07","71,717.70","71,884.68",,,"4,405,200.00"
29/07/2021,"72,636.09","73,220.52","71,801.19","72,469.11",,,"2,648,300.00"
28/07/2021,"72,719.58","72,970.05","72,302.13","72,552.60",,,"1,775,500.00"
27/07/2021,"74,222.40","74,723.34","73,053.54","73,053.54",,,"2,388,200.00"
26/07/2021,"73,470.99","74,472.87","73,387.50","74,222.40",,,"2,791,500.00"
23/07/2021,"72,469.11","74,973.80","71,884.68","73,137.03",,,"4,558,600.00"
22/07/2021,"71,383.74","72,719.58","71,216.77","72,469.11",,,"2,152,400.00"
21/07/2021,"71,300.26","71,717.70","71,133.28","71,216.77",,,"1,996,200.00"
20/07/2021,"70,966.30","71,801.19","70,381.87","71,717.70",,,"3,352,000.00"
19/07/2021,"70,465.36","70,966.30","70,131.40","70,966.30",,,"4,111,700.00"
16/07/2021,"71,383.74","71,968.17","71,216.77","71,717.70",,,"1,449,600.00"
15/07/2021,"70,966.30","72,051.66","70,548.85","71,133.28",,,"3,394,100.00"
14/07/2021,"70,966.30","71,550.72","70,381.87","70,966.30",,,"4,410,200.00"
13/07/2021,"71,884.68","72,218.64","70,298.38","70,381.87",,,"2,883,300.00"
12/07/2021,"73,053.54","73,470.99","70,381.87","72,051.66",,,"4,833,100.00"
09/07/2021,"73,721.46","73,804.95","72,552.60","72,636.09",,,"3,224,100.00"
08/07/2021,"73,637.97","74,639.85","73,470.99","73,804.95",,,"1,908,900.00"
07/07/2021,"72,636.09","74,973.80","72,302.13","74,973.80",,,"4,738,700.00"
06/07/2021,"74,639.85","74,973.80","72,636.09","72,636.09",,,"4,816,900.00"
05/07/2021,"75,224.27","75,474.74","73,971.93","74,472.87",,,"2,988,000.00"
02/07/2021,"75,975.68","75,975.68","75,224.27","75,224.27",,,"2,750,900.00"
01/07/2021,"75,641.72","76,226.15","75,474.74","75,892.19",,,"3,841,500.00"
30/06/2021,"75,975.68","76,059.17","75,307.76","75,474.74",,,"2,465,780.00"
29/06/2021,"74,973.80","76,560.11","74,305.89","75,975.68",,,"4,368,100.00"
28/06/2021,"75,140.78","75,307.76","74,305.89","74,472.87",,,"1,937,900.00"
25/06/2021,"74,055.42","75,057.29","74,055.42","74,890.31",,,"2,136,300.00"
24/06/2021,"75,057.29","75,307.76","73,721.46","74,055.42",,,"4,245,024.00"
23/06/2021,"75,641.72","75,808.70","74,890.31","75,140.78",,,"3,480,300.00"
22/06/2021,"75,975.68","76,393.13","75,641.72","75,641.72",,,"2,998,300.00"
21/06/2021,"76,810.58","76,894.07","75,641.72","75,641.72",,,"4,313,600.00"
18/06/2021,"76,309.64","77,395.01","76,309.64","76,894.07",,,"5,024,894.00"
17/06/2021,"75,975.68","76,977.56","75,808.70","75,975.68",,,"4,261,700.00"
16/06/2021,"77,395.01","77,645.48","76,226.15","76,643.60",,,"3,541,200.00"
15/06/2021,"77,311.52","77,812.46","76,894.07","77,561.99",,,"4,711,500.00"
14/06/2021,"77,228.03","78,062.93","76,393.13","77,228.03",,,"5,084,100.00"
11/06/2021,"76,977.56","77,228.03","76,142.66","76,810.58",,,"2,992,800.00"
10/06/2021,"74,639.85","78,146.42","73,971.93","76,977.56",,,"6,119,300.00"
09/06/2021,"74,973.80","75,224.27","74,138.91","74,389.38",,,"4,200,600.00"
08/06/2021,"74,723.34","76,226.15","74,639.85","74,890.31",,,"5,836,400.00"
07/06/2021,"74,723.34","74,806.82","73,470.99","74,639.85",,,"3,736,600.00"
04/06/2021,"74,464.66","75,041.90","73,475.09","73,804.95",,,"4,704,600.00"
03/06/2021,"74,217.27","74,876.97","74,052.34","74,382.19",,,"3,629,000.00"
02/06/2021,"73,887.41","73,887.41","73,392.63","73,722.48",,,"3,672,400.00"
01/06/2021,"74,629.58","74,794.51","74,134.80","74,134.80",,,"2,339,900.00"
31/05/2021,"75,701.61","75,866.54","74,382.19","74,629.58",,,"3,355,991.00"
28/05/2021,"75,041.90","75,619.15","74,547.12","75,124.37",,,"3,122,200.00"
27/05/2021,"75,371.76","75,536.68","74,217.27","74,629.58",,,"3,492,100.00"
26/05/2021,"74,217.27","75,784.07","73,640.02","75,041.90",,,"3,933,300.00"
25/05/2021,"75,206.83","75,206.83","74,217.27","74,629.58",,,"2,993,000.00"
24/05/2021,"74,217.27","75,784.07","73,804.95","75,206.83",,,"4,349,800.00"
21/05/2021,"72,485.53","74,876.97","71,825.82","73,557.56",,,"5,267,800.00"
20/05/2021,"72,485.53","72,650.46","71,743.36","72,567.99",,,"2,844,700.00"
19/05/2021,"72,403.07","73,392.63","71,825.82","72,155.68",,,"4,026,307.00"
18/05/2021,"72,155.68","72,567.99","71,578.43","71,743.36",,,"2,970,100.00"
17/05/2021,"73,804.95","74,217.27","71,908.28","71,908.28",,,"5,001,300.00"
14/05/2021,"75,124.37","75,206.83","73,804.95","73,804.95",,,"4,650,800.00"
13/05/2021,"75,041.90","75,619.15","74,629.58","74,629.58",,,"3,118,400.00"
12/05/2021,"74,299.73","76,031.47","74,217.27","75,701.61",,,"3,199,300.00"
11/05/2021,"77,103.49","77,928.13","75,206.83","75,206.83",,,"4,282,000.00"
10/05/2021,"71,743.36","76,691.17","71,001.18","76,691.17",,,"8,426,900.00"
07/05/2021,"73,392.63","73,557.56","71,578.43","71,743.36",,,"7,343,000.00"
06/05/2021,"75,866.54","75,866.54","73,887.41","73,887.41",,,"7,844,900.00"
05/05/2021,"75,536.68","76,691.17","75,536.68","75,866.54",,,"4,562,900.00"
04/05/2021,"76,691.17","76,691.17","75,454.22","75,536.68",,,"4,182,856.00"
29/04/2021,"77,268.42","77,680.74","75,454.22","77,103.49",,,"6,799,700.00"
28/04/2021,"78,917.69","79,000.16","77,103.49","77,268.42",,,"6,099,900.00"
27/04/2021,"79,165.08","79,577.40","78,340.45","78,917.69",,,"5,620,300.00"
26/04/2021,"79,989.72","81,638.99","79,165.08","79,165.08",,,"6,277,314.00"
23/04/2021,"80,814.36","82,381.17","79,824.79","82,051.31",,,"4,018,900.00"
22/04/2021,"81,886.38","82,051.31","79,989.72","80,814.36",,,"3,567,300.00"
20/04/2021,"79,989.72","83,288.27","79,907.26","81,886.38",,,"7,007,238.00"
19/04/2021,"79,907.26","80,402.04","78,422.91","79,247.55",,,"6,512,860.00"
16/04/2021,"81,309.14","81,391.60","79,494.94","79,907.26",,,"4,986,400.00"
15/04/2021,"82,133.77","82,875.95","81,556.53","81,721.46",,,"4,099,500.00"
14/04/2021,"82,463.63","82,463.63","81,556.53","81,886.38",,,"4,017,400.00"
13/04/2021,"83,123.34","83,865.51","82,216.24","82,463.63",,,"4,546,300.00"
12/04/2021,"82,463.63","82,711.02","82,051.31","82,463.63",,,"3,882,400.00"
09/04/2021,"82,381.17","82,463.63","81,803.92","82,298.70",,,"2,736,700.00"
08/04/2021,"82,793.48","82,875.95","81,968.85","82,381.17",,,"3,806,200.00"
07/04/2021,"83,288.27","83,288.27","82,463.63","82,546.09",,,"3,644,300.00"
06/04/2021,"84,607.68","84,690.15","83,123.34","83,700.58",,,"3,535,900.00"
05/04/2021,"86,174.49","86,174.49","84,277.83","84,607.68",,,"2,822,700.00"
02/04/2021,"84,525.22","85,762.17","84,195.37","84,690.15",,,"3,840,000.00"
01/04/2021,"81,226.67","83,288.27","80,814.36","83,288.27",,,"6,239,900.00"
31/03/2021,"81,721.46","81,721.46","80,814.36","81,144.21",,,"2,870,400.00"
30/03/2021,"82,133.77","82,546.09","81,309.14","81,803.92",,,"4,425,400.00"
29/03/2021,"80,896.82","82,381.17","80,649.43","81,638.99",,,"2,995,300.00"
26/03/2021,"80,814.36","81,226.67","79,659.87","80,319.57",,,"3,920,000.00"
25/03/2021,"81,638.99","82,216.24","81,061.75","81,226.67",,,"3,256,800.00"
24/03/2021,"82,133.77","82,463.63","81,226.67","81,391.60",,,"3,285,809.00"
23/03/2021,"82,958.41","83,040.87","82,216.24","82,628.56",,,"4,554,300.00"
22/03/2021,"83,865.51","83,947.97","82,958.41","83,123.34",,,"3,516,331.00"
19/03/2021,"84,277.83","84,277.83","83,618.12","83,865.51",,,"3,884,100.00"
18/03/2021,"83,288.27","84,525.22","83,288.27","84,525.22",,,"2,608,900.00"
17/03/2021,"83,288.27","83,288.27","82,546.09","82,875.95",,,"3,568,400.00"
16/03/2021,"84,277.83","84,360.29","82,546.09","83,288.27",,,"4,314,700.00"
15/03/2021,"84,772.61","84,937.54","84,195.37","84,277.83",,,"2,513,500.00"
,,,,,,,
,,,,,,,
SIMPLIZE,,,,,,,
"Số 5 ngõ 316 Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, TP.Hà Nội
",,,,,,,
Website: simplize.vn,,,,,,,
Email: info@simplize.vn,,,,,,,
Tel: (+84) 38 840 8668,,,,,,,
